fromNode	toNode	weight	direction	fromAltName	toAltName
57801	9636	0.389255683968665	undirected	HES4	ISG15
9636	8574	0.351590777425123	undirected	ISG15	AKR7A2
142678	10772	0.342128482787795	undirected	MIB2	SRSF10
9636	3925	0.356339308317555	undirected	ISG15	STMN1
10772	5051	0.344751815619399	undirected	SRSF10	PAFAH2
9636	10163	0.34875762217183	undirected	ISG15	WASF2
57801	2537	0.367611353021027	undirected	HES4	IFI6
9636	2537	0.401501193710644	undirected	ISG15	IFI6
8574	2537	0.364914823982719	undirected	AKR7A2	IFI6
10772	6421	0.347255172302027	undirected	SRSF10	SFPQ
10772	5690	0.346648860095092	undirected	SRSF10	PSMB2
10772	63967	0.34310612305918	undirected	SRSF10	CLSPN
142678	10487	0.344534525987133	undirected	MIB2	CAP1
10236	10487	0.340084349771896	undirected	HNRNPR	CAP1
10772	10487	0.361854500108306	undirected	SRSF10	CAP1
5051	10487	0.345116379717053	undirected	PAFAH2	CAP1
7805	10487	0.34632822980944	undirected	LAPTM5	CAP1
5690	10487	0.344784488349774	undirected	PSMB2	CAP1
63967	10487	0.351211156355354	undirected	CLSPN	CAP1
57801	91624	0.372537661674679	undirected	HES4	NEXN
9636	91624	0.38097373285482	undirected	ISG15	NEXN
2537	91624	0.359274381606166	undirected	IFI6	NEXN
9636	10964	0.374469854398861	undirected	ISG15	IFI44L
8574	10964	0.370003696166823	undirected	AKR7A2	IFI44L
2537	10964	0.386866371251874	undirected	IFI6	IFI44L
57801	10561	0.373540111088757	undirected	HES4	IFI44
9636	10561	0.398419118920012	undirected	ISG15	IFI44
8574	10561	0.366973371077577	undirected	AKR7A2	IFI44
84065	10561	0.344664999526112	undirected	TMEM222	IFI44
2537	10561	0.401624233225248	undirected	IFI6	IFI44
91624	10561	0.369325830826909	undirected	NEXN	IFI44
10964	10561	0.379766514283099	undirected	IFI44L	IFI44
9636	2787	0.389433376441739	undirected	ISG15	GNG5
2537	2787	0.379037987241724	undirected	IFI6	GNG5
10561	2787	0.368370257412054	undirected	IFI44	GNG5
9473	2633	0.346725504838916	undirected	THEMIS2	GBP1
65108	2633	0.351226695573655	undirected	MARCKSL1	GBP1
4116	2633	0.353997603712739	undirected	MAGOH	GBP1
9636	115361	0.39390371523741	undirected	ISG15	GBP4
2537	115361	0.385022139129014	undirected	IFI6	GBP4
10964	115361	0.348233052595116	undirected	IFI44L	GBP4
10561	115361	0.381805619112376	undirected	IFI44	GBP4
57801	6125	0.35450636556852	undirected	HES4	RPL5
91624	6125	0.341226185476143	undirected	NEXN	RPL5
2633	22823	0.355032431845627	undirected	GBP1	MTF2
9636	7412	0.36387999556698	undirected	ISG15	VCAM1
2537	7412	0.376310821272562	undirected	IFI6	VCAM1
10964	7412	0.365754654322633	undirected	IFI44L	VCAM1
10561	7412	0.368172316597864	undirected	IFI44	VCAM1
2537	2947	0.345483643972284	undirected	IFI6	GSTM3
9636	515	0.350697522643472	undirected	ISG15	ATP5PB
2537	515	0.358311032246867	undirected	IFI6	ATP5PB
10964	515	0.364302460134857	undirected	IFI44L	ATP5PB
10561	515	0.365562588269803	undirected	IFI44	ATP5PB
9636	26227	0.370877630079812	undirected	ISG15	PHGDH
2537	26227	0.368548487877131	undirected	IFI6	PHGDH
10561	26227	0.355138580679444	undirected	IFI44	PHGDH
10964	4170	0.342023338708602	undirected	IFI44L	MCL1
10772	79626	0.349189159673428	undirected	SRSF10	TNFAIP8L2
10487	79626	0.344457233303935	undirected	CAP1	TNFAIP8L2
10772	6277	0.343710216963219	undirected	SRSF10	S100A6
6421	6277	0.341029853756832	undirected	SFPQ	S100A6
9636	6275	0.340222040966244	undirected	ISG15	S100A4
10772	9898	0.350885109633075	undirected	SRSF10	UBAP2L
9636	103	0.376598541312296	undirected	ISG15	ADAR
2537	103	0.374758987708746	undirected	IFI6	ADAR
