fromNode	toNode	weight	direction	fromAltName	toAltName
9410	51118	0.149127391038444	undirected	SNRNP40	UTP11
79647	1031	0.159765111615143	undirected	AKIRIN1	CDKN2C
5051	79699	0.15248013776202	undirected	PAFAH2	ZYG11B
55707	84938	0.156405996369952	undirected	NECAP2	ATG4C
55629	84938	0.154092928686314	undirected	PNRC2	ATG4C
10691	84938	0.149630896277975	undirected	GMEB1	ATG4C
6421	84938	0.162299048761957	undirected	SFPQ	ATG4C
79753	84938	0.168032845207195	undirected	SNIP1	ATG4C
5226	205	0.154990335306499	undirected	PGD	AK4
148345	205	0.148873039225194	undirected	C1orf127	AK4
164091	205	0.166717421879616	undirected	PAQR7	AK4
54558	205	0.151221603364344	undirected	SPATA6	AK4
4774	205	0.180943668409156	undirected	NFIA	AK4
84938	5142	0.156116032616504	undirected	ATG4C	PDE4B
84938	8790	0.152566551916055	undirected	ATG4C	FPGT
205	5876	0.155227786483234	undirected	AK4	RABGGTB
79699	23032	0.160848009007515	undirected	ZYG11B	USP33
84938	284695	0.155369788963626	undirected	ATG4C	ZNF326
80176	30836	0.158947124619545	undirected	SPSB1	DNTTIP2
10691	30836	0.167308181416639	undirected	GMEB1	DNTTIP2
149076	30836	0.163226086464535	undirected	ZNF362	DNTTIP2
84938	30836	0.150888350194357	undirected	ATG4C	DNTTIP2
11080	30836	0.157107054742366	undirected	DNAJB4	DNTTIP2
79699	2152	0.152979425172946	undirected	ZYG11B	F3
79699	163786	0.155883534541729	undirected	ZYG11B	SASS6
79699	1629	0.148929317289199	undirected	ZYG11B	DBT
51118	5686	0.15909440102174	undirected	UTP11	PSMA5
79647	1435	0.164808084255113	undirected	AKIRIN1	CSF1
79647	10768	0.172244232354118	undirected	AKIRIN1	AHCYL1
84938	10390	0.168698681199609	undirected	ATG4C	CEPT1
79647	140	0.189247028322711	undirected	AKIRIN1	ADORA3
79647	476	0.173312447443916	undirected	AKIRIN1	ATP1A1
205	5738	0.163574451353487	undirected	AK4	PTGFRN
79647	90874	0.181486315787884	undirected	AKIRIN1	ZNF697
30836	100996724	0.149916193968943	undirected	DNTTIP2	PDE4DIPP2
26099	9939	0.150096808385616	undirected	SZRD1	RBM8A
63906	9939	0.152500471399053	undirected	GPATCH3	RBM8A
84065	9939	0.168565085851497	undirected	TMEM222	RBM8A
84938	51027	0.167105177694136	undirected	ATG4C	BOLA1
30836	51027	0.163063503124881	undirected	DNTTIP2	BOLA1
643837	8394	0.154353165178323	undirected	LINC01128	PIP5K1A
7268	8394	0.152395418844028	undirected	TTC4	PIP5K1A
9129	8394	0.16204560571528	undirected	PRPF3	PIP5K1A
80135	5993	0.150181594764561	undirected	RPF1	RFX5
84938	81609	0.157250428980945	undirected	ATG4C	SNX27
79647	7062	0.155902855256664	undirected	AKIRIN1	TCHH
8668	3608	0.167723660192257	undirected	EIF3I	ILF2
54936	3608	0.157915064320048	undirected	ADPRS	ILF2
79693	3608	0.15661369291914	undirected	YRDC	ILF2
79647	3608	0.160144043229857	undirected	AKIRIN1	ILF2
148423	3608	0.160424108914075	undirected	C1orf52	ILF2
9939	3608	0.14839404913722	undirected	RBM8A	ILF2
26097	3608	0.162284977740103	undirected	CHTOP	ILF2
30836	1945	0.167488090673384	undirected	DNTTIP2	EFNA4
3608	6746	0.163199873560595	undirected	ILF2	SSR2
84938	9673	0.154316917855334	undirected	ATG4C	SLC25A44
51118	54865	0.148936789784347	undirected	UTP11	GPATCH4
205	54865	0.152758647355322	undirected	AK4	GPATCH4
205	3068	0.152546130832674	undirected	AK4	HDGF
4170	2117	0.153667075162475	undirected	MCL1	ETV3
653464	5202	0.152407603984512	undirected	SRGAP2C	PFDN2
26097	5202	0.148227763203056	undirected	CHTOP	PFDN2
30836	27005	0.166060751678964	undirected	DNTTIP2	USP21
79699	6675	0.157400792895772	undirected	ZYG11B	UAP1
