fromNode	toNode	weight	direction	fromAltName	toAltName
19989	55949	0.339647577908639	undirected	Rpl7	Eef1b2
114641	55949	0.325025878168319	undirected	Rpl31	Eef1b2
68115	55949	0.314348774817467	undirected	Maip1	Eef1b2
55949	19981	0.340111090174437	undirected	Eef1b2	Rpl37a
55949	620213	0.318948543609662	undirected	Eef1b2	Gm6136
55949	26987	0.303441195595823	undirected	Eef1b2	Eif4e2
55949	67921	0.307926811589161	undirected	Eef1b2	Ube2f
55949	227377	0.321906878807186	undirected	Eef1b2	Farp2
55949	100041686	0.310460218307606	undirected	Eef1b2	Gm15427
55949	17970	0.304449160939474	undirected	Eef1b2	Ncf2
53945	74091	0.308933493529522	undirected	Slc40a1	Npl
74091	14645	0.302519847895851	undirected	Npl	Glul
55949	240832	0.306876315319404	undirected	Eef1b2	Tor1aip2
55949	100038991	0.313131971802943	undirected	Eef1b2	Rpl35rt
12628	13849	0.310924149789323	undirected	Cfh	Ephx1
55949	66848	0.302307567749426	undirected	Eef1b2	Fuca2
55949	621697	0.317967230902565	undirected	Eef1b2	Rpl32l
19989	20042	0.301441467691289	undirected	Rpl7	Rps12
55949	20042	0.336666574511141	undirected	Eef1b2	Rps12
55949	20054	0.329852428433789	undirected	Eef1b2	Rps15
20042	20054	0.314758664154356	undirected	Rps12	Rps15
74091	66548	0.308479442214789	undirected	Npl	Adamtsl5
55949	12226	0.310088708346632	undirected	Eef1b2	Btg1
19981	12226	0.301586365840061	undirected	Rpl37a	Btg1
435653	12226	0.301934495398627	undirected	Fcrlb	Btg1
12628	17311	0.303198275084659	undirected	Cfh	Kitl
13849	17311	0.312898954134827	undirected	Ephx1	Kitl
55949	12461	0.306220411453796	undirected	Eef1b2	Cct2
114641	17938	0.301591532514748	undirected	Rpl31	Naca
55949	17938	0.31840847849839	undirected	Eef1b2	Naca
19981	17938	0.320605598633321	undirected	Rpl37a	Naca
55949	67945	0.308046483613601	undirected	Eef1b2	Rpl41
17938	67945	0.308082541986852	undirected	Naca	Rpl41
19989	27370	0.305946255729181	undirected	Rpl7	Rps26
114641	27370	0.312367720130352	undirected	Rpl31	Rps26
55949	27370	0.326957618979838	undirected	Eef1b2	Rps26
19981	27370	0.331201972523918	undirected	Rpl37a	Rps26
620213	27370	0.300162675442292	undirected	Gm6136	Rps26
